¿Qué forma el colículo facial y qué implica una lesión ahí?,Las fibras del núcleo motor del VII curvándose sobre el núcleo del VI (rodilla interna). Una lesión afecta a la vez al VI y al VII homolaterales.,Tronco
Enumera los siete núcleos motores de pares craneales y su nivel,"Mesencéfalo: oculomotor (III) y troclear (IV). Puente: motor del trigémino (V), motor del facial (VII) y motor ocular externo (VI) en la unión bulbopontina. Bulbo: ambiguo y del hipogloso (XII).",Tronco
¿Cuáles son los núcleos parasimpáticos preganglionares del tronco?,"El de Edinger-Westphal (III), el núcleo dorsal del vago, y parte de las neuronas del núcleo ambiguo, cuyos axones van a los ganglios cardíacos.",Tronco
¿Qué inerva el núcleo ambiguo?,"Paladar blando, faringe, laringe y esófago superior, a través de la raíz craneal del accesorio y de los nervios vago y glosofaríngeo.",Tronco
¿Qué recibe el núcleo solitario y qué hace su porción superior?,"Recibe aferencias viscerales por el vago y el glosofaríngeo. Su porción superior es el núcleo gustativo, que recibe el gusto por los nervios facial, glosofaríngeo y vago.",Tronco
Los tres núcleos del trigémino y su función,Espinal: dolor y temperatura (desciende hasta C2-C3). Pontino o principal: tacto epicrítico. Mesencefálico: propiocepción de los masticadores.,Tronco
Síndrome bulbar medial: vaso y clínica,"Oclusión de una rama bulbar de la arteria vertebral. Lesiona pirámide, lemnisco medial y fibras del XII: hemiparesia contralateral, pérdida contralateral de propiocepción y tacto epicrítico, parálisis lingual homolateral.",Tronco
Síndrome de Wallenberg: vaso y las cinco estructuras lesionadas,"Rama bulbar de la cerebelosa posteroinferior. Lesiona: pedúnculo cerebeloso inferior y núcleos vestibulares (vértigo, ataxia, nistagmo); tracto y núcleo espinal del V (anestesia térmico-dolorosa facial homolateral); espinotalámico (contralateral corporal); núcleo ambiguo (disfagia, disfonía); simpático descendente (Horner).",Tronco
¿Por qué aparece síndrome de Horner en el Wallenberg?,"Porque las fibras simpáticas descendentes hacia la columna intermediolateral bajan homolateralmente por la parte lateral del bulbo, dentro del territorio infartado.",Tronco
Síndrome de Raymond,"Infarto de una rama pontina de la basilar en la región basal. Lesiona corticoespinal y fibras del VI, sin tocar núcleos del VI ni del VII: hemiparesia contralateral más parálisis del recto lateral homolateral con endotropía.",Tronco
Síndrome de Millard-Gübler,Lesión anterolateral del puente inferior que afecta fibras motoras descendentes y el núcleo y axones del VII: hemiparesia contralateral más parálisis facial homolateral.,Tronco
Síndrome de Foville: ¿qué lo distingue de Millard-Gübler?,"La lesión es posteromedial e incluye el núcleo del VI con sus neuronas internucleares. Además de la parálisis facial y del recto lateral homolaterales, el recto medial contralateral falla en la mirada conjugada pero sí se contrae en convergencia.",Tronco
Síndrome de Weber,"Oclusión de una rama de la cerebral posterior en la base del pedúnculo. Hemiparesia contralateral más parálisis homolateral del III: ptosis, exotropía y midriasis.",Tronco
¿Qué añade el síndrome de Benedikt al de Weber?,"La lesión se extiende hacia atrás e incluye fibras eferentes cerebelosas, lo que añade temblor en las extremidades paréticas contralaterales.",Tronco
"En un corte teñido con Weigert, ¿qué se ve oscuro y qué pálido?","Oscuras las vainas de mielina, es decir los tractos. Pálidos los cúmulos de somas neuronales, es decir los núcleos.",Tronco
¿Qué es el óbex?,El vértice del límite en V de la porción inferior del cuarto ventrículo. Separa la parte cerrada del bulbo (con conducto central) de la parte abierta (con suelo ventricular).,Tronco
Agujeros de Magendie y de Luschka,"Magendie es la abertura media del cuarto ventrículo, en el velo medular inferior, y es la vía principal de salida del LCR al espacio subaracnoideo. Luschka son las dos aberturas laterales, en los ángulos pontocerebelosos.",Tronco
¿De dónde salen las fibras del pedúnculo cerebeloso medio?,"De los núcleos pontinos. Reciben fibras corticopontinas homolaterales, y sus axones cruzan la línea media para entrar en el hemisferio cerebeloso contralateral.",Tronco
¿Cómo se razona el nivel de una lesión de tronco en el examen?,Primero el par craneal afectado da el nivel (XII bulbo medial; IX-X bulbo lateral; VI-VII puente; III mesencéfalo). Después el patrón sensitivo da la posición: lemnisco medial = medial; espinotalámico + espinal del V = lateral.,Tronco
¿Qué día aparece la placa neural?,"El día 18 tras la fecundación (estadios 6-7 de Carnegie), en la línea media dorsal del embrión, inducida por el mesodermo subyacente.",Embriologia
¿Dónde empieza a fusionarse el tubo neural?,A la altura de la quinta somita (región cervical) y avanza en dirección cefálica y caudal a la vez.,Embriologia
¿Cuándo cierran los neuroporos?,El anterior o craneal hacia el día 25 (etapa de 18-20 somitas); el posterior o caudal hacia el día 28 (etapa de 25 somitas).,Embriologia
¿A qué ritmo aparecen los somitas y cuántos hay al final?,"Unos 3 pares al día en secuencia craneocaudal, desde el día 20. Al final de la quinta semana hay 42-44 pares, lo que permite datar el embrión contándolos.",Embriologia
Reparto de los somitas por región,"4 occipitales, 8 cervicales, 12 torácicos, 5 lumbares, 5 sacros y 8-10 coccígeos. Desaparecen el primer occipital y los últimos 5-7 coccígeos.",Embriologia
Las tres franjas del mesodermo de medial a lateral,"Paraxial (somitas), intermedio (aparato urogenital) y placa lateral (que se desdobla en somatopleura y esplacnopleura). Se ven directamente en FAE-2 y FAE-4.",Embriologia
Somatopleura frente a esplacnopleura,"Somatopleura es la hoja parietal, unida al ectodermo: forma la pared corporal y las serosas parietales. Esplacnopleura es la hoja visceral, unida al endodermo: forma la viscera y el corazón. Entre ambas queda el celoma intraembrionario.",Embriologia
Los tres derivados del somita,"Esclerotoma (vértebras y costillas), miotoma (músculo) y dermatoma (dermis de la espalda). Cada uno conserva su inervación segmentaria de origen vaya donde vaya.",Embriologia
¿Qué induce el esclerotoma y qué factor expresa?,"SHH y noggina secretadas por la notocorda y la placa del suelo del tubo neural. El esclerotoma inducido expresa PAX1, que activa la cascada de genes de cartílago y hueso.",Embriologia
Gradiente de BMP4 y destino del ectodermo,"Concentración alta: epidermis. Intermedia, en el borde entre placa neural y ectodermo superficial: cresta neural. Muy baja: placa neural. NOG y CHRD regulan las concentraciones.",Embriologia
Nombra ocho derivados de la cresta neural,"Ganglios espinales y de nervios craneales, ganglios simpáticos y parasimpáticos entéricos, médula suprarrenal, células de Schwann, melanocitos, odontoblastos, huesos y tejido conectivo de la cara, tabique troncoconal del corazón, células C del tiroides, meninges del prosencéfalo.",Embriologia
Las dos rutas migratorias de la cresta neural del tronco,"Ruta dorsal, por la dermis hacia el ectodermo: melanocitos de piel y folículos pilosos. Ruta ventral, por la mitad anterior de cada somita: ganglios sensitivos, neuronas simpáticas y entéricas, células de Schwann y médula suprarrenal.",Embriologia
¿Qué muestra FAE-1?,"Disco trilaminar plano a nivel de placa neural: 1 placa neural, 2 notocorda, 3 endodermo, 4 mesodermo, 5 ectodermo. Aún no hay surco ni pliegues.",Embriologia
¿Qué defecto tiene la leyenda de FAE-2?,La imagen rotula los números 8 y 9 pero la leyenda solo llega al 7. Por posición corresponderían a mesodermo de la placa lateral y cavidad intraembrionaria (celoma); conviene confirmarlo con el docente.,Embriologia
Firma de identificación de FAE-3,"El tubo neural ya está cerrado (cambio decisivo respecto a FAE-2), con la cresta neural en posición dorsal antes de migrar, la placa lateral desdoblada en somatopleura y esplacnopleura, y el tubo cardíaco en ventral.",Embriologia
¿Qué estructuras identifican FAE-4?,"Dermátomo y miótomo (somita ya diferenciado), cordón nefrogénico y conducto mesonéfrico o de Wolff (mesodermo intermedio), arterias vitelinas, aortas dorsales todavía pares e intestino.",Embriologia
¿Qué muestra FAE-5 y qué es el istmo rombencefálico?,"Corte que sigue el eje del neuroeje con mielencéfalo, metencéfalo y mesencéfalo a la vez. El istmo rombencefálico es el límite mesencéfalo-metencéfalo y funciona como centro organizador.",Embriologia
Correspondencia de las vesículas embrionarias con el adulto,"Mielencéfalo → bulbo raquídeo. Metencéfalo → puente y cerebelo. Mesencéfalo → mesencéfalo. Diencéfalo → tálamo, epitálamo, hipotálamo, subtálamo. Telencéfalo → hemisferios cerebrales.",Embriologia
¿Qué reúne la lámina FAE-10?,"Los tres sistemas de la cabeza embrionaria: aparato faríngeo (arco, hendidura, bolsa y placa de cierre), hipófisis en formación (bolsa de Rathke más infundíbulo) y órganos de los sentidos (otocisto, copa óptica, cristalino).",Embriologia
Derivados de las bolsas faríngeas 1 a 4,1ª: cavidad del oído medio y trompa de Eustaquio. 2ª: estroma de la amígdala palatina. 3ª: paratiroides inferiores y timo. 4ª y 5ª: paratiroides superiores y cuerpo ultimobranquial.,Embriologia
Doble origen de la hipófisis,"La adenohipófisis viene de la bolsa de Rathke, evaginación ectodérmica del estomodeo. La neurohipófisis viene del infundíbulo, evaginación del diencéfalo. Ambas se ven en FAE-10.",Embriologia
¿Qué tres derivados del intestino anterior aparecen juntos en FAE-7?,"Esófago, yema pulmonar (que dará laringe, tráquea, bronquios y alvéolos) y divertículo hepático. Con ellos, el seno venoso recibiendo la vena cardinal común.",Embriologia
Secuencia cardíaca a lo largo de las láminas FAE,Tubo cardíaco (FAE-3) → seno venoso (FAE-7) → atrio con ventrículo y bulbo cordis ya plegados (FAE-8) → bulbo cordis con endotelio y epimiocardio (FAE-11). Progresión craneocaudal.,Embriologia
Campo cardíaco primario frente a secundario,"El primario (CCP) aporta las aurículas y el ventrículo izquierdo. El secundario (CCS) aporta parte de las aurículas, el ventrículo derecho, el cono arterial y el tronco arterial. Un fallo del CCS da transposición de grandes vasos, estenosis pulmonar o doble salida ventricular derecha.",Embriologia
¿Cuál es el gen maestro del desarrollo cardíaco y qué lo induce?,NKX2.5. Lo inducen las BMP secretadas por el endodermo anterior combinadas con la inhibición de la expresión de WNT.,Embriologia
¿Qué queda de la notocorda en el adulto?,"El núcleo pulposo de los discos intervertebrales. En las láminas se ve bajo la médula espinal, por ejemplo en FAE-8.",Embriologia
Tres excepciones de derivados que suelen preguntarse,"La vejiga es endodérmica pese a pertenecer al aparato urinario. La médula suprarrenal es de cresta neural mientras la corteza es mesodérmica. La dermis de cara y cuello es de cresta neural, no de dermatoma.",Embriologia
Anencefalia frente a espina bífida,"Anencefalia: falla el cierre en el extremo craneal, no se forman prosencéfalo, bóveda craneal ni cuero cabelludo; es letal. Espina bífida: falla el cierre en cualquier punto de cervical a caudal, con la región lumbosacra como localización más frecuente.",Embriologia
Gradación de la espina bífida de menor a mayor gravedad,"Espina bífida oculta (solo defecto del arco vertebral, a veces con hoyuelo o mechón de pelo) → meningocele (quiste con LCR) → mielomeningocele (contiene médula o raíces) → mielocele o raquisquisis (tejido nervioso expuesto).",Embriologia
Pauta de ácido fólico para prevenir defectos del tubo neural,"400 µg al día desde 3 meses antes de la concepción y durante todo el embarazo; previene el 50-70 % de los casos. Con antecedente de hijo afectado, 4.000 µg al día desde 1 mes antes.",Embriologia
Dos causas típicas de hidrocefalia congénita,"Estenosis del acueducto cerebral y malformación de Chiari (bulbo y parte del cerebelo herniados al conducto vertebral cervical), esta última frecuentemente asociada a espina bífida.",Embriologia
¿Qué es la extensión convergente y por qué importa?,"La intercalación de células de lateral a medial en el plano del tejido, que alarga la placa neural y el eje corporal. La regula la vía de polaridad celular planar; mutaciones de los genes VANGL de esa vía se asocian a defectos del tubo neural familiares.",Embriologia
